job_title,job_link,company_name,company_profile_link,job_location,job_published_date,job_description
University Intern-MEA,https://qa.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-4174086647?position=7&pageNum=32&refId=d6VDIZp%2Fyui%2BW%2F%2BGJAT3tQ%3D%3D&trackingId=CuOn3T1ckgnx1%2FfMcUYHUg%3D%3D,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-03-03,Description not available
Expression of Interest - Qatar - Lead Engineering Team,https://qa.linkedin.com/jobs/view/expression-of-interest-qatar-lead-engineering-team-at-wood-4114403349?position=8&pageNum=32&refId=d6VDIZp%2Fyui%2BW%2F%2BGJAT3tQ%3D%3D&trackingId=Asilpgb%2FNNJKaVlTHACS8w%3D%3D,Wood,https://uk.linkedin.com/company/woodplc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2024-12-07,Description not available
Software Engineer - Python and K8s,https://qa.linkedin.com/jobs/view/software-engineer-python-and-k8s-at-canonical-4127927223?position=9&pageNum=32&refId=d6VDIZp%2Fyui%2BW%2F%2BGJAT3tQ%3D%3D&trackingId=f80s8SJ3hFTNruZeOWq4BQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
Python Software Engineer - Ubuntu Hardware Certification Team,https://qa.linkedin.com/jobs/view/python-software-engineer-ubuntu-hardware-certification-team-at-canonical-4071184702?position=10&pageNum=32&refId=d6VDIZp%2Fyui%2BW%2F%2BGJAT3tQ%3D%3D&trackingId=VkUhW8Smi3Ihu60BR38aNg%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-07,Description not available
PLSQL Developer,https://qa.linkedin.com/jobs/view/plsql-developer-at-virtusa-4172246988?position=1&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=i2AcRWu%2Bo7k7u4UQ3p%2FIYw%3D%3D,Virtusa,https://www.linkedin.com/company/virtusa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-03-03,Description not available
Performance Engineer - Open Source,https://qa.linkedin.com/jobs/view/performance-engineer-open-source-at-canonical-4068262639?position=2&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=3ua71rVxqT6CytUYVd7EMA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-04,Description not available
Intelligence Support Engineer – Mid,https://qa.linkedin.com/jobs/view/intelligence-support-engineer-%E2%80%93-mid-at-nisga-a-ciops-4029227279?position=3&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=Mh9eyl9QbUH0KDvAHLzslQ%3D%3D,Nisga'a CIOPS,https://www.linkedin.com/company/nisgaa-ciops?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-25,Description not available
"Distributed Systems Software Engineer, Python / Go",https://qa.linkedin.com/jobs/view/distributed-systems-software-engineer-python-go-at-canonical-4121226462?position=4&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=QptSl%2BhigbMqrRrSdnPwoA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-09,Description not available
University Intern-MEA,https://qa.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-4139587650?position=5&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=kwIYL6o7%2BELE23S80Jgj8g%3D%3D,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-21,Description not available
QNB3232 - Associate E-Channel Services Business Analysis (Qatarization),https://qa.linkedin.com/jobs/view/qnb3232-associate-e-channel-services-business-analysis-qatarization-at-qnb-group-4109621232?position=6&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=qIZKyKZ42AR2%2BDUmReEjGw%3D%3D,QNB Group,https://qa.linkedin.com/company/qatar-national-bank-group?trk=public_jobs_jserp-result_job-search-card-subtitle,Qatar,2025-02-15,Description not available
Oil & Gas Application Engineer,https://qa.linkedin.com/jobs/view/oil-gas-application-engineer-at-carrier-4136916317?position=7&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=A95Ellt9WK%2BNUAKZR%2FoQgA%3D%3D,Carrier,https://www.linkedin.com/company/carrier?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-30,Description not available
ICT Engineer,https://qa.linkedin.com/jobs/view/ict-engineer-at-galfar-al-misnad-engineering-and-contracting-w-l-l-4079883100?position=8&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=lmlBsOak779U8G5jCCHIsA%3D%3D,Galfar Al Misnad Engineering and Contracting W.L.L.,https://qa.linkedin.com/company/galfar-almisnad-engineering-&-contracting-wll?trk=public_jobs_jserp-result_job-search-card-subtitle,Qatar,2024-11-19,Description not available
Junior Cloud Field Engineer - Worldwide,https://qa.linkedin.com/jobs/view/junior-cloud-field-engineer-worldwide-at-canonical-4143631427?position=9&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=cHM51iPpT3qH5Egvf51Cpw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-04,Description not available
Senior QA Engineer (Automation),https://qa.linkedin.com/jobs/view/senior-qa-engineer-automation-at-snoonu-4149479421?position=10&pageNum=35&refId=in21pkBiDGdll13bYiIKkw%3D%3D&trackingId=IkwkCJeu%2Bq%2BAMiAEyoG61Q%3D%3D,Snoonu,https://qa.linkedin.com/company/snoonu-qatar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-13,Description not available
Duty Engineer,https://qa.linkedin.com/jobs/view/duty-engineer-at-raffles-hotels-resorts-4165289570?position=1&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=xUHG2QovPUJWbqDiAHV9tQ%3D%3D,Raffles Hotels & Resorts,https://fr.linkedin.com/company/raffles-hotels-&-resorts?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-25,Description not available
QNB2802 - Scholarship Program (Qatarization),https://qa.linkedin.com/jobs/view/qnb2802-scholarship-program-qatarization-at-qnb-group-4029082720?position=2&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=Fe5zO0EAsVcCjkZpFw2nFw%3D%3D,QNB Group,https://qa.linkedin.com/company/qatar-national-bank-group?trk=public_jobs_jserp-result_job-search-card-subtitle,Qatar,2025-02-25,Description not available
Software Engineer - Data Infrastructure,https://qa.linkedin.com/jobs/view/software-engineer-data-infrastructure-at-canonical-4148287908?position=3&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=UXabkqnWuLh3aG9pQGjIhA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-10,Description not available
Engineering Manager,https://qa.linkedin.com/jobs/view/engineering-manager-at-canonical-4143621016?position=4&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=rAYMUzbGy3LwbBeJ0CRJZA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-04,Description not available
PL/SQL developer,https://qa.linkedin.com/jobs/view/pl-sql-developer-at-virtusa-4170835631?position=5&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=32Oe7WT7HUfV4NpbNRJJpA%3D%3D,Virtusa,https://www.linkedin.com/company/virtusa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-28,Description not available
SATCOM Terminal Engineer,https://qa.linkedin.com/jobs/view/satcom-terminal-engineer-at-trace-systems-inc-4054448444?position=6&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=QWlsp82PnMy64teHNvHSVA%3D%3D,Trace Systems Inc.,https://www.linkedin.com/company/tracesystems?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-10-21,Description not available
Cyber Defense Specialist,https://qa.linkedin.com/jobs/view/cyber-defense-specialist-at-trace-systems-inc-4080741790?position=7&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=PlcJftickvs52yLcXLgSZg%3D%3D,Trace Systems Inc.,https://www.linkedin.com/company/tracesystems?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-22,Description not available
Data Science & AI - (Assistant / Associate Professor),https://qa.linkedin.com/jobs/view/data-science-ai-assistant-associate-professor-at-university-of-doha-for-science-technology-4052011000?position=8&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=khR1Uze3dmrLYEnE%2FqNc7g%3D%3D,University of Doha for Science & Technology,https://qa.linkedin.com/school/university-of-doha-for-science-and-technology/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2024-10-20,Description not available
Cyber Defense Specialist,https://qa.linkedin.com/jobs/view/cyber-defense-specialist-at-trace-systems-inc-4080743719?position=9&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=Tz2chpF5BN9k8IFJwGr6pg%3D%3D,Trace Systems Inc.,https://www.linkedin.com/company/tracesystems?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-22,Description not available
Cyber Defense Specialist,https://qa.linkedin.com/jobs/view/cyber-defense-specialist-at-trace-systems-inc-4080743718?position=10&pageNum=37&refId=%2Fk%2BGi6PlK8YAWfn%2FcmF58g%3D%3D&trackingId=7uDmCkAXYaRqwT56UEhCfg%3D%3D,Trace Systems Inc.,https://www.linkedin.com/company/tracesystems?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-22,Description not available
QA Automation Engineer Vacancy,Not available,Divya Staffing Solution,Not available,"Doha, Doha, Qatar",2025-02-05,Not available
Engineering Manager - Python and K8s,https://qa.linkedin.com/jobs/view/engineering-manager-python-and-k8s-at-canonical-4148910615?position=2&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=2Oq4zGUzUfxqbMQuRZ40oA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-12,Description not available
Lead Data Governance and Management,https://qa.linkedin.com/jobs/view/lead-data-governance-and-management-at-snoonu-4141110607?position=3&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=gfppwazEAVypbA7iUTWTzg%3D%3D,Snoonu,https://qa.linkedin.com/company/snoonu-qatar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-03,Description not available
Cybersecurity Sales Specialist - Central (Remote),https://qa.linkedin.com/jobs/view/cybersecurity-sales-specialist-central-remote-at-intervision-systems-4161589317?position=4&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=2iF3Ipn3q9j5rBcQuSK9ug%3D%3D,InterVision Systems,https://www.linkedin.com/company/intervisionsystems?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Rayyan, Al Rayyan, Qatar",2025-02-21,Description not available
Senior AI/ML Specialist – Intelligent Tutoring System,https://qa.linkedin.com/jobs/view/senior-ai-ml-specialist-%E2%80%93-intelligent-tutoring-system-at-university-of-doha-for-science-technology-4141643634?position=5&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=edGBtBJDNVafou4rVT%2FHTA%3D%3D,University of Doha for Science & Technology,https://qa.linkedin.com/school/university-of-doha-for-science-and-technology/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-25,Description not available
Senior Procurement Engineer,https://qa.linkedin.com/jobs/view/senior-procurement-engineer-at-swan-global-4145847290?position=6&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=bllICpQdpBnnPFlONvPRog%3D%3D,Swan Global,https://qa.linkedin.com/company/swanglobal?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lusail, Qatar",2025-02-12,Description not available
Software Maintenance Engineer,https://qa.linkedin.com/jobs/view/software-maintenance-engineer-at-canonical-4169636593?position=7&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=DMMlMaTry6q7GMwYjJ0Wjg%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-03-01,Description not available
Product Innovation Engineer I (Operational Workflows),https://qa.linkedin.com/jobs/view/product-innovation-engineer-i-operational-workflows-at-north-oil-company-qatar-4172210679?position=8&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=KyNGDv%2FvoniymMGVcmiySQ%3D%3D,North Oil Company Qatar,https://qa.linkedin.com/company/north-oil-company-qatar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-03-03,Description not available
Associate Linux Support Engineer,https://qa.linkedin.com/jobs/view/associate-linux-support-engineer-at-canonical-4169639184?position=9&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=%2B4IhOE%2FgdGz%2BzxHX4ZNPpA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-03-01,Description not available
Data Security Engineer (HSM PKI ),https://qa.linkedin.com/jobs/view/data-security-engineer-hsm-pki-at-k20s-kinetic-technologies-private-limited-4087801313?position=10&pageNum=40&refId=v2Vrv3HHRFRWvw6UCjeW3Q%3D%3D&trackingId=4WqWzCzgR9NV7Ucux6r2HA%3D%3D,K20s - Kinetic Technologies Private Limited,https://ae.linkedin.com/company/k20s-kinetic-technologies-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2024-11-19,Description not available
Linux Devices Software Engineer,https://qa.linkedin.com/jobs/view/linux-devices-software-engineer-at-canonical-4157382124?position=1&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=v9wzZlw877Se8Hbvju%2FDlQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-17,Description not available
Engineering Manager - Solutions Engineering,https://qa.linkedin.com/jobs/view/engineering-manager-solutions-engineering-at-canonical-4126292440?position=2&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=9CysxAUArEBWFSubLysMgA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
Technical Consultant - Oracle Field Service Cloud,https://qa.linkedin.com/jobs/view/technical-consultant-oracle-field-service-cloud-at-hays-4157210712?position=3&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=mgq9%2BShlJ%2BELNvT%2Fo55AgQ%3D%3D,Hays,https://uk.linkedin.com/company/hays?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-20,Description not available
Head of Growth,https://qa.linkedin.com/jobs/view/head-of-growth-at-canonical-4093798353?position=4&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=O%2FsOoNqqMn8H0UHsKivNxw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-12-06,Description not available
"Lead, AI Solution Architect",https://qa.linkedin.com/jobs/view/lead-ai-solution-architect-at-ooredoo-group-4169765660?position=5&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=e3t5kkRdl5qI7AnXx3fE5A%3D%3D,Ooredoo Group,https://qa.linkedin.com/company/ooredoo-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-27,Description not available
Community Engineer,https://qa.linkedin.com/jobs/view/community-engineer-at-canonical-4117280692?position=6&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=CgI3wfRb3XayJ60azvaTfw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-06,Description not available
"Engineering Manager, Commercial Systems",https://qa.linkedin.com/jobs/view/engineering-manager-commercial-systems-at-canonical-4126295062?position=7&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=fKwPeNIxJ%2FIpe8fZh47Gjw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
Sales Engineer - Pumps,Not available,Autrol Technologies,Not available,"Doha, Qatar",2025-03-04,Not available
Reference Data Engineer,https://qa.linkedin.com/jobs/view/reference-data-engineer-at-bsl-3981258979?position=9&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=VYm49YGzVj2S3hlQMeejjg%3D%3D,BSL,https://qa.linkedin.com/company/bae-systems-strategic-aerospace-services-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2024-07-23,Description not available
Computer Science Teacher - Aug 2025,https://qa.linkedin.com/jobs/view/computer-science-teacher-aug-2025-at-gems-education-4146018258?position=10&pageNum=42&refId=0wvxtf73qjdsGrDjRNwjXA%3D%3D&trackingId=f6z%2BAeXNRq4uyvAb3dL%2BQQ%3D%3D,GEMS Education,https://ae.linkedin.com/school/gems-education/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-06,Description not available
Juju Software Engineer (Go),https://qa.linkedin.com/jobs/view/juju-software-engineer-go-at-canonical-4081168752?position=1&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=FuxDOXso%2F%2F%2Bp0T95EwDEfA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-22,Description not available
Juju Software Engineer (Go),https://qa.linkedin.com/jobs/view/juju-software-engineer-go-at-canonical-4127924390?position=2&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=xp8K7FqnAVDxUgFkh2XudQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
Cloud and DevOps Engineer,https://qa.linkedin.com/jobs/view/cloud-and-devops-engineer-at-university-of-doha-for-science-technology-4141644515?position=3&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=le6h4PAT6GVJxwzHn7zc5w%3D%3D,University of Doha for Science & Technology,https://qa.linkedin.com/school/university-of-doha-for-science-and-technology/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-25,Description not available
Civil Structural Engineer,https://qa.linkedin.com/jobs/view/civil-structural-engineer-at-bilfinger-middle-east-4165238625?position=4&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=RcYW1fqQ6o2AZIQopSCI8Q%3D%3D,Bilfinger Middle East,https://ae.linkedin.com/company/bilfinger-middle-east?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-25,Description not available
"Engineering Manager - Public Cloud, Python, Golang",https://qa.linkedin.com/jobs/view/engineering-manager-public-cloud-python-golang-at-canonical-4099284920?position=5&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=DDd0zFthvP4%2B%2FQzILllG%2Fw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-12-12,Description not available
Cloud Professional Services Manager,https://qa.linkedin.com/jobs/view/cloud-professional-services-manager-at-canonical-4139241911?position=6&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=4T0sCvjBvw6M4yiJ92yd3g%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-30,Description not available
Senior Web Engineer,https://qa.linkedin.com/jobs/view/senior-web-engineer-at-canonical-4119755582?position=7&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=NRgJ%2FEeZK3CCWXK30733%2Fw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-08,Description not available
Software Engineer - packaging - optimize Ubuntu Server,https://qa.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-at-canonical-4168062676?position=8&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=ZsElcQ3fRBQFqIFoSp%2FyGQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-26,Description not available
AI/ML Specialist - Smart City,https://qa.linkedin.com/jobs/view/ai-ml-specialist-smart-city-at-parsons-corporation-4056206875?position=9&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=V8CxHVhwOQSBYhyxFJda%2BQ%3D%3D,Parsons Corporation,https://www.linkedin.com/company/parsons?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2024-10-22,Description not available
Solutions Architect for Automotive,https://qa.linkedin.com/jobs/view/solutions-architect-for-automotive-at-canonical-4068124977?position=10&pageNum=45&refId=bjDXkbRtfYtWiMNHoxglZg%3D%3D&trackingId=8qKdThrv%2BAAhNwMyihEL1g%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-04,Description not available
People & Culture Trainee,https://qa.linkedin.com/jobs/view/people-culture-trainee-at-mandarin-oriental-4068885537?position=1&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=CAXFd1TByxdOnYcjQbwAXQ%3D%3D,Mandarin Oriental,https://hk.linkedin.com/company/mandarin-oriental-hotel-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-17,Description not available
Software-Defined Networking Engineer,https://qa.linkedin.com/jobs/view/software-defined-networking-engineer-at-canonical-4068136056?position=2&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=Z4FuA9sGvsrM6PrGm0lUCg%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-04,Description not available
Software Engineer - packaging - optimize Ubuntu Server,https://qa.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-at-canonical-4138531339?position=3&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=FXBcqUgx0lrzocuZW4suMQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-31,Description not available
Software Engineer - packaging - optimize Ubuntu Server,https://qa.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-at-canonical-4139247411?position=4&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=u5Ccolx45Lb1JXEMlkh57A%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-30,Description not available
Staff Development Lifecycle Engineer,https://qa.linkedin.com/jobs/view/staff-development-lifecycle-engineer-at-canonical-4170110378?position=5&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=xbc%2BESj4IkGGxYBwy%2BMxpw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-27,Description not available
Cloud Consultant - Alliances,https://qa.linkedin.com/jobs/view/cloud-consultant-alliances-at-canonical-4068276491?position=6&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=Y%2FllCJx9FcdcFC0eKuqZDA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-04,Description not available
IoT Solutions Architecture Manager,https://qa.linkedin.com/jobs/view/iot-solutions-architecture-manager-at-canonical-4138528385?position=7&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=hfZtdgh8DMmHBe5afczMAw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-31,Description not available
CiQ- Field Engineer (PP),https://qa.linkedin.com/jobs/view/ciq-field-engineer-pp-at-canon-emea-3924773995?position=8&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=2szcX%2BvzVZp%2FO75AqB2BEg%3D%3D,Canon EMEA,https://uk.linkedin.com/company/canon-emea?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-17,Description not available
Professional Services Engineer,https://qa.linkedin.com/jobs/view/professional-services-engineer-at-ddn-4146194554?position=9&pageNum=47&refId=5vrnCp53z0hyCDHpV4393w%3D%3D&trackingId=mJz8mHGQ1QOXF14z4Sd1Sg%3D%3D,DDN,https://www.linkedin.com/company/ddn?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2025-02-20,Description not available
Flutter Developer,Not available,Divya Staffing Solution,Not available,"Doha, Doha, Qatar",2025-03-04,Not available
Software Engineer - Go - Container Images,https://qa.linkedin.com/jobs/view/software-engineer-go-container-images-at-canonical-4117652049?position=1&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=SwdYswFPXnT6r5xouGEKmw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-06,Description not available
Full Stack .Net Developer,https://qa.linkedin.com/jobs/view/full-stack-net-developer-at-vistas-global-4127764326?position=2&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=nQ1DhfDo0P27Lg%2BKHXrexg%3D%3D,Vistas Global,https://qa.linkedin.com/company/vistasglobal?trk=public_jobs_jserp-result_job-search-card-subtitle,Qatar,2025-01-16,Description not available
